Image_Url, Item_Name, Item_Price, Average_Rating, Number_Of_Ratings
https://m.media-amazon.com/images/I/61fjo9RdGDL._AC_UL320_.jpg,SOTEFE Mini Projector Portable 4500 Lumens-WiFi Video Projector 1080P Full HD For iPhone Samsung Smartphone Tablet Wireless Projector Home Office Theater Movie TV-Box|HDMI|USB|TF/SD Card|VGA|AV Audio,S$115.00,,
https://m.media-amazon.com/images/I/615wnO3NwxL._AC_UL320_.jpg,SOTEFE® WiFi Mini Projector Portable 6000 Lumens -WiFi Video Projector 1080P Full HD For iPhone Samsung Smartphone Wireless Projector Home Office Theater Movie TV-Box|HDMI|USB|TF/SD Card|VGA|AV Audio,S$129.00,,
https://m.media-amazon.com/images/I/71SS-XCpJTL._AC_UL320_.jpg,Tablet Holder and Cookbook Stand| Bake Design| By Boston Warehouse,S$39.30,4.7 ,1'100
https://m.media-amazon.com/images/I/41CyCAddZjL._AC_UL320_.jpg,QRYY Bicycle Phone Holder Car Phone Mount Air Vent for iPhone X/8/7/6s/Plus/5S/Samsung S8/S7/Note and other Smartphones(Black),S$150.13,,
https://m.media-amazon.com/images/I/31vJriMiitL._AC_UL320_.jpg,Wall Mounted Mobile Phone Fill Light Ring Light for iPhone Clip on Selfie Light for Girl Makeup Live Stream Camera Video Photography Light for Samsung Smartphone|Pink|Colour Name:Green 壁挂式,S$120.10,,
https://m.media-amazon.com/images/I/31zhsffOGiL._AC_UL320_.jpg,HD macro 25mm mobile phone lens 10X travel camera phone external macro lens| suitable for most smartphones| iPhone Samsung Android Huawei iPad,S$120.10,,
https://m.media-amazon.com/images/I/41P6ZKuYZqL._AC_UL320_.jpg,Universal Smart Phone Jig Holder Work Station Mobile Phone Repair Tool Hand Tool for iPhone for Samsung,S$90.99,,
https://m.media-amazon.com/images/I/41EV31bs4fL._AC_UL320_.jpg,ESD Safe Brush PCB Circuit Board Cleaning Brush for iPhone iPad Samsung Smart Phone Motherboard Logic Board Repair Tools,S$89.99,,
https://m.media-amazon.com/images/I/51AVACHXHOL._AC_UL320_.jpg,HD Phone Lens Professional Camera Lens Kits| Wide Angle Lens & Macro Lens & Fisheye lens 3 in1 kit for iPhone/Huawei/Samsung and Most Smartphone,S$89.99,,
https://m.media-amazon.com/images/I/71DGeMUOdZL._AC_UL320_.jpg,TNP 16 in 1 Sets 16-piece Repair Opening Pry Tools Precision Screwdriver Kit Set for iPhone X iPhone 8/8 Plus 7/7 Plus 6s/ 6s Plus 6/6 Plus iPad iPod Touch Samsung Android Smartphone & Other Device,S$141.32,3.8 ,18
https://m.media-amazon.com/images/I/51XyVUe1UjL._AC_UL320_.jpg,Universal Battery Charger| Universal External Battery Charger For Samsung S3 S4 Smartphone| with LED Power Indicator| PC material| fireproof and shatterproof| black,S$86.99,,
https://m.media-amazon.com/images/I/51mQNT0eiSL._AC_UL320_.jpg,Mobile Phone LCD Screen Opening Pliers with Strong Suction Cups for iPhone Samsung Smartphone Repair Tool,S$80.99,,
https://m.media-amazon.com/images/I/51ucIECh8iL._AC_UL320_.jpg,50Pcs Microfiber Cloth Cleaning Stick Phone Charging Port & Earphone Jack Cleaner for iPhone Samsung Android Smartphone,S$85.99,,
