Image_Url, Item_Name, Item_Price, Average_Rating, Number_Review
https://m.media-amazon.com/images/I/719eqmWz3GL._AC_UL320_.jpg,PHOUZIN Magnetic Car Phone Mount| Universal Dashboard Car Phone Holder Mount| 360° Rotation Super Strong Magnetic Phone Holder for Car Compatible with iPhone Samsung Moto Huawei LG Smartphones (Blue),S$26.44,3.6 ,37
https://m.media-amazon.com/images/I/71ANMO1t6bL._AC_UL320_.jpg,Mountain Bike Phone Mount| 360° Rotation Motorcycle Phone Holder| Double Lock Bicycle Handlebar Phone Clamp Compatible with iPhone| Samsung| Huawei| Sony| 4.5-7 inch Smartphones,S$23.09,,
https://m.media-amazon.com/images/I/61xndfsroXL._AC_UL320_.jpg,Suokuen Universal Windshield Dashboard Air Vent Cell Phone Holder for Car| Vehicle Phone Bracket| Car Cell Phone Mount| for iPhone| Samsung| Moto| Huawei| Nokia| LG| Smartphones,S$37.23,,
https://m.media-amazon.com/images/I/51h87htYvHS._AC_UL320_.jpg,Dyanphos Car Phone Mount Holder Universal Phone Car Air Vent Mount Holder Cradle Compatible for iPhone 12 11 Pro Max XS XE XR Samsung Galaxy S20 S10| Moto| Huawei| Nokia| LG| Smartphones,S$25.00,,
https://m.media-amazon.com/images/I/51r2cqW6tPL._AC_UL320_.jpg,Magnetic Phone Car Mount| [6 Magnets & Super Strong Magnetism] Anti-Shake Car Vent Phone Mount| Magnet Phone Holder Compatible with iPhone| Samsung| Moto| Huawei| Nokia| LG| Smartphones,S$15.42,5.0 ,1
https://m.media-amazon.com/images/I/61BbBseklOL._AC_UL320_.jpg,Cell Phone Holder for Car| 360 Degree Rotation Phone Car Mount Clip| Cell Phone Stand with Non-Slip Silicon Pad| Car Phone Mount| Compatible for iPhone| Samsung| Moto| Huawei| Nokia| Smartphones,S$18.46,3.7 ,9
https://m.media-amazon.com/images/I/61kNkaxQisL._AC_UL320_.jpg,Yesido 6pcs N50 Strong Magnets Cell Phone Mount 360 Degree Rotation Windshield Dashboard Phone Holder for Car Compatible for iPhone| Samsung| Moto| Huawei| Nokia| LG| and More Smartphones,S$22.88,,
https://m.media-amazon.com/images/I/6190VpZmz1L._AC_UL320_.jpg,Car Phone Mount Without Magnetic|Universal Cell Phone Holder for Car Air Vent with Ultra-Lock Quick Mount Fits for iPhone 11 Huawei| GPS| Compatible with All Smartphone Tablets and More,S$27.21,3.9 ,29
https://m.media-amazon.com/images/I/31yJxolJB+L._AC_UL320_.jpg,Phone Holder for Car Easy One Touch 4 Dash & Windshield Car Mount Phone Holder Desk Stand Pad & Mat for iPhone| Samsung| Moto| Huawei| Nokia| LG| Smartphones| by UP-2.,S$25.49,,
https://m.media-amazon.com/images/I/61-++aPFR9L._AC_UL320_.jpg,EZZY Car Cell Phone Holder – Gravity Smart Phone Mount for Car – Universal Air Vent Fit| 360 Degree Rotation| Ideal for iPhone| Samsung| Pixel| Nokia| HTC| Oppo| Huawei (Gold),S$13.98,,
https://m.media-amazon.com/images/I/6134B-dLrtL._AC_UL320_.jpg,eing Car Phone Mount Holder Dashboard Air Vent Windshield for iPhone|Samsung|Moto|Huawei|Nokia|LG|Smartphones|Compatible iPhone 11/11 Pro/8 Plus/8/SE/X/XR/XS/7 Plus Samsung S20/S10/S9/S8|Black,S$36.45,4.0 ,575
https://m.media-amazon.com/images/I/51XyY1lN2OL._AC_UL320_.jpg,Car Phone Mount| Youtato Windshield Car Phone Holder with Long Arm Washable Suction Cup and Anti-Skid Base Cell Phone Holder Compatible with iPhone Samsung Galaxy Huawei and All 4-7 inch Smartphone,S$17.33,,
https://m.media-amazon.com/images/I/614FFettSbL._AC_UL320_.jpg,Car Air Vent Phone Mount| EXSHOW Universal Car Vent Clip Holder for 3.5-6.0" Smartphone| iPhone| Samsung Galaxy| Google Pixel| Nexus| OnePlus| Huawei| Sony etc (One-Hand-Operation),S$22.49,3.8 ,17
https://m.media-amazon.com/images/I/71ETQGTBR2L._AC_UL320_.jpg,Car Cup Holder Phone Mount，Universal Smart Adjustable Automobile Car Phone Mount for iPhone 11/Xs/Max/XR/8/7/6 Plus Samsung Galaxy S10/S9/S8 Note9 Nexus Sony、HTC、Huawei and All Smartphones,S$25.22,4.1 ,304
https://m.media-amazon.com/images/I/41J9K8OLthL._AC_UL320_.jpg,Puccy Privacy Screen Protector Film| compatible with HUAWEI P50 Smartphone Anti Spy TPU Guard （ Not Tempered Glass Protectors Case Cover）,S$15.99,,
https://m.media-amazon.com/images/I/51oTDjLzfyL._AC_UL320_.jpg,Puccy 3 Pack Screen Protector Film| compatible with HUAWEI P50 Smartphone TPU Guard （ Not Tempered Glass Protectors Case Cover）,S$12.99,,
https://m.media-amazon.com/images/I/41J9K8OLthL._AC_UL320_.jpg,Puccy Privacy Screen Protector Film| compatible with HUAWEI P50 Pro Smartphone Anti Spy TPU Guard （ Not Tempered Glass Protectors Case Cover）,S$15.99,,
https://m.media-amazon.com/images/I/5169q70-zVL._AC_UL320_.jpg,Puccy 3 Pack Anti Blue Light Screen Protector Film| compatible with HUAWEI P50 Smartphone TPU Guard （ Not Tempered Glass Protectors Case Cover ）,S$13.99,,
